LINKID,MASTER_RTE_NM,FromNode_Norm,ToNode_Norm,SegMid_M,Signal_M,Delta_M,Flow_Role,AADT_GIS
020120,,,,28.38819903584077,1224.630482145937,-1196.2422831100964,Unknown,13616.0
020120,,,,102.9362088762981,1224.630482145937,-1121.694273269639,Unknown,13616.0
020120,,,,127.0480176890109,271.8846157539942,-144.83659806498326,Unknown,13616.0
020120,,,,133.52909749432854,271.8846157539942,-138.35551825966564,Unknown,13616.0
020120,,,,147.44055784549096,271.8846157539942,-124.44405790850323,Unknown,13616.0
020120,,,,151.84352941598712,271.8846157539942,-120.04108633800706,Unknown,13616.0
020120,,,,340.46413844138397,271.8846157539942,68.57952268738978,Unknown,13616.0
020120,,,,356.8453514003108,271.8846157539942,84.9607356463166,Unknown,13616.0
020120,,,,914.6877795810012,1224.630482145937,-309.94270256493587,Unknown,13616.0
020120,,,,916.5165258899485,1224.630482145937,-308.11395625598857,Unknown,13616.0
020120,,,,1218.3062835046806,1224.630482145937,-6.324198641256544,AtSignal,13616.0
020120,,,,1224.228828627647,1224.630482145937,-0.4016535182900043,AtSignal,13616.0
020120,,,,1857.177234762243,1857.1769317469168,0.00030301532615339966,AtSignal,13616.0
020120,,,,1860.296626270479,1857.1769317469168,3.1196945235622024,AtSignal,13616.0
020120,,,,3566.8200024165603,271.8846157539942,3294.935386662566,Unknown,13616.0
020121,,,,1874.4162763018,2016.261865587502,-141.84558928570186,Unknown,11517.0
020121,,,,2004.2091607020384,2016.261865587502,-12.052704885463527,AtSignal,11517.0
020121,,,,2798.5486056447658,9.614657981491371,2788.9339476632745,Unknown,11517.0
020121,,,,3128.223745469332,9.614657981491371,3118.6090874878405,Unknown,11517.0
020129,,,,326.42632781288165,1.3416396500985408,325.0846881627831,Unknown,6410.0
020129,,,,878.7451994152234,1.3416396500985408,877.4035597651249,Unknown,6410.0
020133,,,,52.96351729144868,104.20913990161931,-51.24562261017063,Unknown,11821.0
020133,,,,72.84852901639776,104.20913990161931,-31.360610885221547,Unknown,11821.0
020141,,,,185.70318894228598,50.410840008302856,135.29234893398313,Unknown,22628.0
020141,,,,600.8000867878364,50.410840008302856,550.3892467795336,Unknown,22628.0
020147,,,,57.43851440810089,305.13983362900655,-247.70131922090565,Unknown,15488.0
020167,,,,2392.8835607189644,3.051754793736285,2389.8318059252283,Unknown,17004.0
020170,,,,101.99457918255344,160.66637145295522,-58.67179227040178,Unknown,19836.0
020170,,,,110.49883281790788,160.66637145295522,-50.167538635047336,Unknown,19836.0
020170,,,,261.1148522576986,160.66637145295522,100.44848080474338,Unknown,19836.0
020170,,,,261.2212206593298,160.66637145295522,100.55484920637457,Unknown,19836.0
020170,,,,536.6541495701088,160.66637145295522,375.98777811715354,Unknown,19836.0
020187,,,,60.332154851035384,178.72041218039422,-118.38825732935884,Unknown,39764.0
020187,,,,98.06160637482269,178.72041218039422,-80.65880580557153,Unknown,39764.0
020187,,,,113.47108360300534,5.183306845887156,108.28777675711818,Unknown,39764.0
020187,,,,274.16340171028975,178.72041218039422,95.44298952989553,Unknown,39764.0
020187,,,,2743.9339814971127,178.72041218039422,2565.2135693167183,Unknown,39764.0
020187,,,,3083.979899138964,178.72041218039422,2905.2594869585696,Unknown,39764.0
020187,,,,3118.77722901624,178.72041218039422,2940.056816835846,Unknown,39764.0
020187,,,,3324.7822027298416,178.72041218039422,3146.0617905494473,Unknown,39764.0
020189,,,,1607.2032269865892,247.9606846245814,1359.242542362008,Unknown,45338.0
020189,,,,1611.1428589761538,247.9606846245814,1363.1821743515725,Unknown,45338.0
020189,,,,2710.033510395996,892.6305656586912,1817.4029447373048,Unknown,45338.0
020189,,,,4386.466813347557,5.183306845887156,4381.28350650167,Unknown,45338.0
020190,,,,12.17782370355082,98.31712937218005,-86.13930566862923,Unknown,30047.0
020190,,,,61.129819057275455,1640.0099570854984,-1578.880138028223,Unknown,30047.0
020190,,,,62.621191964025954,207.35135329673582,-144.73016133270988,Unknown,30047.0
020190,,,,103.66357253862111,119.85278421821954,-16.18921167959843,Unknown,30047.0
020190,,,,106.20769443488186,119.85278421821954,-13.645089783337681,AtSignal,30047.0
020190,,,,106.20931127854796,207.35135329673582,-101.14204201818787,Unknown,30047.0
020190,,,,107.0673500987635,207.35135329673582,-100.28400319797232,Unknown,30047.0
020190,,,,107.67590749309664,12.927402781797054,94.74850471129959,Unknown,30047.0
020190,,,,114.24068317478324,98.31712937218005,15.923553802603195,Unknown,30047.0
020190,,,,114.49946762116925,207.35135329673582,-92.85188567556658,Unknown,30047.0
020190,,,,114.950708599186,98.31712937218005,16.633579227005953,Unknown,30047.0
020190,,,,115.6824895885521,207.35135329673582,-91.66886370818372,Unknown,30047.0
020190,,,,124.68818549289867,98.31712937218005,26.37105612071862,Unknown,30047.0
020190,,,,161.12126888485537,565.5516376425082,-404.4303687576529,Unknown,30047.0
020190,,,,164.75219158864078,12.927402781797054,151.82478880684374,Unknown,30047.0
020190,,,,206.00315853820848,1640.0099570854984,-1434.00679854729,Unknown,30047.0
020190,,,,274.459397657472,119.85278421821954,154.60661343925244,Unknown,30047.0
020190,,,,280.7779344472018,119.85278421821954,160.92515022898226,Unknown,30047.0
020190,,,,306.67760558696466,119.85278421821954,186.82482136874512,Unknown,30047.0
020190,,,,369.98910901197416,98.31712937218005,271.67197963979413,Unknown,30047.0
020190,,,,376.8303282921737,98.31712937218005,278.51319891999367,Unknown,30047.0
020190,,,,561.2025073639729,565.5516376425082,-4.349130278535313,AtSignal,30047.0
020190,,,,658.0679009225012,1072.4257128048991,-414.357811882398,Unknown,30047.0
020190,,,,1062.0881363998615,1072.4257128048991,-10.33757640503768,AtSignal,30047.0
020190,,,,1140.2613047971586,207.35135329673582,932.9099515004227,Unknown,30047.0
020190,,,,1179.962535160189,1179.4232016756018,0.5393334845871323,AtSignal,30047.0
020190,,,,1447.3188673491475,207.35135329673582,1239.9675140524116,Unknown,30047.0
020190,,,,1585.2781944537815,1640.0099570854984,-54.73176263171695,Unknown,30047.0
020190,,,,1712.179455691178,12.927402781797054,1699.2520529093808,Unknown,30047.0
020190,,,,1777.8414720761484,1179.4232016756018,598.4182704005466,Unknown,30047.0
020190,,,,1880.1119413703561,119.85278421821954,1760.2591571521366,Unknown,30047.0
020192,,,,75.81685061692536,12.927402781797054,62.88944783512831,Unknown,28136.0
020192,,,,82.00606565225087,12.927402781797054,69.07866287045381,Unknown,28136.0
020192,,,,137.97307504126337,119.85278421821954,18.12029082304383,Unknown,28136.0
020192,,,,143.0773327120332,119.85278421821954,23.22454849381367,Unknown,28136.0
020192,,,,668.2739055508991,1072.4257128048991,-404.151807254,Unknown,28136.0
020192,,,,1072.3925461832514,1072.4257128048991,-0.033166621647751526,AtSignal,28136.0
020192,,,,1591.0005187858558,1640.0099570854984,-49.009438299642625,Unknown,28136.0
020192,,,,1718.5489770382378,12.927402781797054,1705.6215742564407,Unknown,28136.0
